time,BTC,ETC,LTC
2019-09-26,8060.0,165.85,55.21
2019-09-27,8193.99,174.44,56.05
2019-09-28,8217.47,173.9,55.53
2019-09-29,8052.4,169.38,53.91
2019-09-30,8304.96,181.17,56.09
2019-10-01,8321.52,176.15,55.8
2019-10-02,8381.72,180.82,56.43
2019-10-03,8240.41,175.05,56.44
2019-10-04,8156.67,175.97,56.51
2019-10-05,8147.63,176.73,56.85
2019-10-06,7859.79,170.18,54.48
2019-10-07,8209.0,180.26,57.56
2019-10-08,8180.0,180.72,57.0
2019-10-09,8590.0,193.26,59.26
2019-10-10,8587.5,191.79,57.77
2019-10-11,8267.33,180.84,55.94
2019-10-12,8309.03,179.86,55.77
2019-10-13,8282.97,181.18,56.48
2019-10-14,8355.0,186.85,56.87
2019-10-15,8162.44,180.58,54.56
2019-10-16,7993.54,174.5,52.51
2019-10-17,8076.2,177.31,54.95
2019-10-18,7954.16,172.96,53.31
2019-10-19,7965.28,172.09,53.81
2019-10-20,8236.12,175.49,54.96
2019-10-21,8209.92,174.37,54.72
2019-10-22,8024.72,171.3,53.42
2019-10-23,7474.85,162.49,49.54
2019-10-24,7430.87,160.67,49.66
2019-10-25,8668.0,181.66,56.95
2019-10-26,9259.78,180.03,56.88
2019-10-27,9548.84,184.41,59.91
2019-10-28,9226.5,182.02,57.83
2019-10-29,9430.8,191.1,59.84
2019-10-30,9164.44,183.38,57.96
2019-10-31,9159.48,182.38,58.37
2019-11-01,9253.12,183.19,58.34
2019-11-02,9308.52,183.25,58.38
2019-11-03,9206.52,181.73,58.34
2019-11-04,9412.53,186.25,61.41
2019-11-05,9322.09,188.88,63.16
2019-11-06,9341.27,191.13,64.16
2019-11-07,9198.84,186.42,61.37
2019-11-08,8763.01,183.62,60.4
2019-11-09,8807.89,184.77,62.04
2019-11-10,9032.23,188.88,63.66
2019-11-11,8721.54,184.65,61.74
2019-11-12,8810.0,186.98,61.4
2019-11-13,8758.34,187.72,60.89
2019-11-14,8630.0,184.55,58.91
2019-11-15,8457.48,179.82,57.53
2019-11-16,8481.0,182.25,58.21
2019-11-17,8500.01,183.88,59.2
2019-11-18,8168.84,177.85,55.72
2019-11-19,8123.36,175.73,55.08
2019-11-20,8082.96,174.35,54.87
2019-11-21,7616.46,160.82,50.6
2019-11-22,7283.03,149.97,47.4
2019-11-23,7329.29,152.0,48.22
2019-11-24,6908.64,139.99,43.95
2019-11-25,7127.01,145.91,45.54
2019-11-26,7162.67,147.83,46.99
2019-11-27,7523.72,153.0,47.8
2019-11-28,7432.41,151.01,46.91
2019-11-29,7760.0,154.75,48.68
2019-11-30,7555.92,151.78,47.26
2019-12-01,7404.27,150.97,47.5
2019-12-02,7305.01,148.97,45.57
2019-12-03,7302.94,147.33,44.82
2019-12-04,7198.99,145.5,44.69
2019-12-05,7393.54,148.18,44.84
2019-12-06,7540.08,148.82,45.36
2019-12-07,7502.19,147.43,45.21
2019-12-08,7520.0,150.71,45.6
2019-12-09,7337.51,147.3,44.44
2019-12-10,7219.37,145.55,44.11
2019-12-11,7201.23,143.29,43.63
2019-12-12,7185.91,144.69,43.6
2019-12-13,7249.9,144.7,44.43
2019-12-14,7062.91,141.73,43.24
2019-12-15,7111.0,142.38,43.41
2019-12-16,6877.03,132.36,39.9
2019-12-17,6616.62,121.83,36.98
2019-12-18,7285.53,132.89,40.77
2019-12-19,7149.12,128.18,39.69
2019-12-20,7190.0,128.37,40.13
2019-12-21,7143.01,127.09,39.73
2019-12-22,7513.06,132.4,41.93
2019-12-23,7310.79,127.78,40.61
2019-12-24,7255.01,127.71,40.3
2019-12-25,7192.12,125.0,40.08
2019-12-26,7194.13,125.49,39.97
2019-12-27,7245.83,126.23,40.93
2019-12-28,7302.67,127.91,42.73
2019-12-29,7384.89,134.3,43.07
2019-12-30,7218.0,131.1,42.23
2019-12-31,7165.72,128.54,41.1
2020-01-01,7174.33,130.19,41.49
2020-01-02,6945.02,126.81,39.32
2020-01-03,7334.45,134.17,42.2
2020-01-04,7348.63,134.14,42.73
2020-01-05,7355.4,135.31,43.28
2020-01-06,7764.63,144.19,45.79
2020-01-07,8158.52,143.08,46.36
2020-01-08,8045.51,140.6,45.28
2020-01-09,7813.78,137.71,44.73
2020-01-10,8198.09,144.72,48.99
2020-01-11,8020.0,142.63,49.36
2020-01-12,8180.81,146.6,51.42
2020-01-13,8104.5,143.51,49.58
2020-01-14,8815.69,165.76,58.4
2020-01-15,8808.81,166.29,58.12
2020-01-16,8714.76,163.93,57.5
2020-01-17,8899.42,169.59,60.86
2020-01-18,8909.32,174.06,59.28
2020-01-19,8697.53,166.75,57.57
2020-01-20,8628.89,166.68,57.1
2020-01-21,8722.03,169.19,57.49
2020-01-22,8660.38,167.68,58.1
2020-01-23,8385.22,162.4,54.42
2020-01-24,8427.26,162.3,54.33
2020-01-25,8326.81,160.12,52.79
2020-01-26,8595.0,167.35,56.08
2020-01-27,8895.96,169.77,58.44
2020-01-28,9394.5,175.99,60.62
2020-01-29,9288.44,173.45,59.62
2020-01-30,9503.08,184.55,67.82
2020-01-31,9334.98,179.74,67.96
2020-02-01,9380.18,183.5,70.69
2020-02-02,9323.5,188.29,69.82
2020-02-03,9280.49,189.42,69.55
2020-02-04,9164.33,188.24,67.84
2020-02-05,9613.82,204.0,72.56
2020-02-06,9763.01,212.95,73.45
2020-02-07,9808.05,223.22,74.25
2020-02-08,9905.64,223.37,76.67
2020-02-09,10168.35,228.8,77.05
2020-02-10,9851.78,222.85,73.98
2020-02-11,10270.01,237.98,76.81
2020-02-12,10351.13,266.49,81.37
2020-02-13,10236.49,268.42,80.55
2020-02-14,10371.33,286.27,83.31
2020-02-15,9911.22,264.92,76.74
2020-02-16,9921.0,258.5,74.7
2020-02-17,9700.0,268.03,73.43
2020-02-18,10188.04,283.31,77.4
2020-02-19,9600.08,258.66,70.67
2020-02-20,9610.05,257.4,69.55
2020-02-21,9695.66,265.8,73.41
2020-02-22,9668.23,262.08,74.88
2020-02-23,9965.01,275.48,79.8
2020-02-24,9660.0,265.31,75.55
2020-02-25,9305.0,246.5,70.96
2020-02-26,8778.3,223.5,60.42
2020-02-27,8812.49,227.63,61.76
2020-02-28,8708.89,227.37,59.99
2020-02-29,8525.07,217.31,58.04
2020-03-01,8522.31,217.26,57.63
2020-03-02,8915.0,232.12,61.47
2020-03-03,8757.84,223.75,61.0
2020-03-04,8760.66,224.56,60.36
2020-03-05,9070.17,228.64,62.01
2020-03-06,9158.51,245.56,63.37
2020-03-07,8901.37,237.75,60.57
2020-03-08,8037.76,199.46,51.15
2020-03-09,7934.52,202.77,50.53
2020-03-10,7894.68,200.5,50.14
2020-03-11,7938.05,194.61,48.54
2020-03-12,4857.1,110.3,30.09
2020-03-13,5637.6,135.51,38.01
2020-03-14,5165.25,122.17,34.43
2020-03-15,5345.35,123.3,36.24
2020-03-16,5037.61,111.38,33.33
2020-03-17,5331.71,116.09,34.17
2020-03-18,5413.64,118.6,34.85
2020-03-19,6186.26,136.68,39.08
2020-03-20,6206.1,133.27,38.09
2020-03-21,6198.78,132.79,38.39
2020-03-22,5818.25,122.42,35.45
2020-03-23,6490.63,137.0,39.12
2020-03-24,6766.64,139.0,40.7
2020-03-25,6690.96,136.26,39.25
2020-03-26,6758.18,139.0,40.59
2020-03-27,6372.36,131.56,38.15
2020-03-28,6251.82,131.35,38.91
2020-03-29,5877.21,124.35,37.11
2020-03-30,6406.4,132.32,38.99
2020-03-31,6424.35,133.08,39.15
2020-04-01,6666.11,136.14,39.33
2020-04-02,6804.52,141.53,39.97
2020-04-03,6741.99,141.54,40.54
2020-04-04,6874.77,144.48,40.85
2020-04-05,6778.25,142.79,40.38
2020-04-06,7341.56,171.5,45.12
2020-04-07,7200.01,164.57,44.8
2020-04-08,7370.11,173.36,46.58
2020-04-09,7293.24,169.75,46.29
2020-04-10,6871.91,158.1,42.36
2020-04-11,6889.65,158.55,42.61
2020-04-12,6908.13,158.87,42.04
2020-04-13,6861.21,156.76,41.37
2020-04-14,6877.37,158.65,41.22
2020-04-15,6624.12,152.77,39.3
2020-04-16,7112.64,172.55,42.6
2020-04-17,7037.46,170.89,42.21
2020-04-18,7261.76,187.88,44.2
2020-04-19,7130.71,180.39,42.28
2020-04-20,6838.19,170.5,40.27
2020-04-21,6853.68,171.07,40.7
2020-04-22,7136.84,183.11,41.88
2020-04-23,7488.83,185.66,43.0
2020-04-24,7514.64,187.84,44.56
2020-04-25,7547.61,194.42,44.41
2020-04-26,7706.4,197.83,44.63
2020-04-27,7789.77,196.78,44.53
2020-04-28,7755.01,196.67,45.8
2020-04-29,8793.75,215.66,48.85
2020-04-30,8624.28,206.23,46.39
2020-05-01,8829.42,212.09,47.11
2020-05-02,8985.58,214.25,49.26
2020-05-03,8909.95,210.24,48.15
2020-05-04,8883.53,206.86,47.07
2020-05-05,9028.79,205.43,46.58
2020-05-06,9155.79,199.26,45.06
2020-05-07,10004.77,212.47,47.46
2020-05-08,9810.0,211.59,47.74
2020-05-09,9537.21,210.0,46.94
2020-05-10,8729.86,187.73,42.15
2020-05-11,8572.4,185.93,41.52
2020-05-12,8821.42,190.1,42.26
2020-05-13,9321.26,199.92,43.26
2020-05-14,9795.34,203.4,44.02
2020-05-15,9312.1,194.7,42.7
2020-05-16,9383.16,200.53,43.27
2020-05-17,9676.63,207.05,43.7
2020-05-18,9728.52,214.97,45.32
2020-05-19,9783.76,214.71,45.76
2020-05-20,9509.41,209.96,44.21
2020-05-21,9061.96,198.62,42.68
2020-05-22,9168.84,207.32,44.22
2020-05-23,9181.76,206.66,43.85
2020-05-24,8715.73,199.63,42.06
2020-05-25,8899.31,204.06,42.97
2020-05-26,8844.42,200.91,42.29
2020-05-27,9208.53,208.41,43.87
2020-05-28,9580.19,220.44,44.75
2020-05-29,9423.84,220.62,44.48
2020-05-30,9700.33,243.84,47.75
2020-05-31,9446.57,231.54,45.57
2020-06-01,10208.96,248.41,48.27
2020-06-02,9522.46,237.71,46.03
2020-06-03,9668.07,244.6,47.16
2020-06-04,9788.03,243.18,47.44
2020-06-05,9613.21,240.04,46.76
2020-06-06,9671.7,241.92,46.75
2020-06-07,9750.12,244.81,46.64
2020-06-08,9781.51,246.55,46.51
2020-06-09,9779.41,244.03,45.93
2020-06-10,9894.04,248.16,46.71
2020-06-11,9268.16,230.15,43.19
2020-06-12,9464.17,237.53,44.7
2020-06-13,9475.0,238.17,45.07
2020-06-14,9325.0,231.34,43.99
2020-06-15,9432.53,230.98,43.76
2020-06-16,9526.25,235.34,43.86
2020-06-17,9457.51,233.71,44.04
2020-06-18,9376.14,231.05,43.4
2020-06-19,9301.91,228.66,42.77
2020-06-20,9355.74,228.8,43.56
2020-06-21,9286.14,227.68,42.96
2020-06-22,9690.74,243.23,44.3
2020-06-23,9623.56,243.12,44.16
2020-06-24,9285.91,234.44,42.57
2020-06-25,9243.51,231.97,42.31
2020-06-26,9155.42,229.44,43.06
2020-06-27,9002.46,220.76,41.04
2020-06-28,9113.24,224.76,41.32
2020-06-29,9184.45,227.81,41.87
2020-06-30,9136.2,225.48,41.16
2020-07-01,9239.97,231.03,41.8
2020-07-02,9091.53,226.48,41.08
2020-07-03,9063.87,225.06,41.17
2020-07-04,9138.51,229.34,42.15
2020-07-05,9074.39,227.67,41.59
2020-07-06,9343.31,241.65,44.03
2020-07-07,9253.94,239.37,43.37
2020-07-08,9435.28,247.14,45.4
2020-07-09,9236.95,242.0,44.33
2020-07-10,9291.05,241.2,44.32
2020-07-11,9235.0,239.17,44.74
2020-07-12,9303.37,242.81,44.71
2020-07-13,9236.92,239.44,43.88
2020-07-14,9256.94,240.43,43.88
2020-07-15,9190.16,238.33,43.3
2020-07-16,9130.11,233.41,42.08
2020-07-17,9154.29,232.63,41.89
2020-07-18,9175.85,235.72,42.47
2020-07-19,9212.87,239.17,42.65
2020-07-20,9161.05,236.1,41.97
2020-07-21,9394.14,245.65,43.83
2020-07-22,9536.18,264.28,45.02
2020-07-23,9613.24,275.68,44.98
2020-07-24,9551.21,279.59,44.16
2020-07-25,9711.33,305.66,49.23
2020-07-26,9941.0,311.35,48.14
2020-07-27,11048.91,322.24,53.38
2020-07-28,10934.23,317.59,55.86
2020-07-29,11110.12,318.16,55.2
2020-07-30,11115.95,335.31,56.82
2020-07-31,11351.62,346.86,58.23
2020-08-01,11810.07,387.4,61.72
2020-08-02,11068.54,372.21,56.77
2020-08-03,11233.13,386.22,58.54
2020-08-04,11197.04,389.82,57.65
2020-08-05,11756.75,401.21,58.97
2020-08-06,11773.89,395.28,59.08
2020-08-07,11606.52,379.75,57.25
2020-08-08,11774.98,397.51,58.46
2020-08-09,11688.48,390.41,56.97
2020-08-10,11899.73,395.78,58.28
2020-08-11,11388.53,378.88,54.12
2020-08-12,11566.45,387.27,54.55
2020-08-13,11795.95,424.94,57.18
2020-08-14,11779.0,438.83,56.85
2020-08-15,11859.24,432.55,59.9
2020-08-16,11918.84,433.7,63.91
2020-08-17,12304.26,431.5,67.3
2020-08-18,11950.0,422.31,65.4
2020-08-19,11758.87,407.59,62.12
2020-08-20,11864.26,415.92,62.8
2020-08-21,11529.22,388.05,59.09
2020-08-22,11672.93,395.62,60.28
2020-08-23,11650.01,390.9,60.62
2020-08-24,11753.85,407.76,62.04
2020-08-25,11324.92,383.33,58.38
2020-08-26,11463.27,386.1,58.09
2020-08-27,11330.06,383.25,56.15
2020-08-28,11535.0,395.47,57.4
2020-08-29,11474.31,398.58,56.95
2020-08-30,11716.01,428.94,62.9
2020-08-31,11655.0,433.89,60.93
2020-09-01,11924.22,475.57,62.71
2020-09-02,11395.48,440.02,58.12
2020-09-03,10172.52,382.87,50.07
2020-09-04,10500.05,388.96,50.76
2020-09-05,10168.36,335.25,47.83
2020-09-06,10257.86,352.77,47.94
2020-09-07,10375.0,353.71,48.88
2020-09-08,10125.69,337.48,47.49
2020-09-09,10224.56,351.1,47.86
2020-09-10,10343.23,368.06,48.71
2020-09-11,10394.41,373.93,48.98
2020-09-12,10446.52,387.81,50.85
2020-09-13,10336.76,366.58,48.18
2020-09-14,10679.95,377.28,49.1
2020-09-15,10783.75,364.2,48.3
2020-09-16,10959.61,365.23,47.74
2020-09-17,10943.61,389.45,48.88
2020-09-18,10937.52,384.64,48.55
2020-09-19,11080.0,385.23,48.48
2020-09-20,10920.89,370.69,47.09
2020-09-21,10416.82,340.11,43.13
2020-09-22,10531.13,344.26,44.49
2020-09-23,10235.1,320.63,42.95
2020-09-24,10740.01,349.14,44.94
2020-09-25,10690.53,352.11,46.04
2020-09-26,10730.0,354.13,46.06
2020-09-27,10778.2,357.55,46.07
2020-09-28,10695.55,353.91,45.21
2020-09-29,10840.73,359.9,45.69
2020-09-30,10779.63,359.89,46.32
2020-10-01,10617.63,352.9,46.16
2020-10-02,10573.12,345.7,44.9
2020-10-03,10551.65,346.18,45.56
2020-10-04,10671.11,352.48,46.71
2020-10-05,10795.0,353.73,46.35
2020-10-06,10602.66,340.78,46.0
2020-10-07,10670.47,341.68,46.58
2020-10-08,10933.09,351.25,47.24
2020-10-09,11057.07,365.36,47.82
2020-10-10,11299.5,370.75,48.9
2020-10-11,11374.01,374.38,50.48
2020-10-12,11535.46,386.74,50.61
2020-10-13,11428.22,381.37,49.97
2020-10-14,11427.7,378.97,49.84
2020-10-15,11509.34,377.94,49.58
2020-10-16,11328.95,365.57,47.64
2020-10-17,11367.89,368.48,46.93
2020-10-18,11514.2,378.58,47.58
2020-10-19,11760.45,379.36,48.01
2020-10-20,11923.83,368.81,46.95
2020-10-21,12808.0,391.53,53.13
2020-10-22,12987.02,414.7,54.42
2020-10-23,12937.09,409.52,55.46
2020-10-24,13126.24,412.58,59.21
2020-10-25,13045.0,406.46,58.85
2020-10-26,13068.79,393.12,56.89
2020-10-27,13698.18,404.55,58.18
2020-10-28,13281.05,388.63,55.84
2020-10-29,13460.0,387.6,54.94
2020-10-30,13571.51,382.77,54.08
2020-10-31,13804.81,386.74,55.68
2020-11-01,13771.59,396.91,55.65
2020-11-02,13563.22,383.33,53.85
2020-11-03,14035.8,388.32,54.02
2020-11-04,14161.48,403.18,54.75
2020-11-05,15608.21,417.17,59.04
2020-11-06,15599.95,456.65,63.29
2020-11-07,14834.09,435.73,58.94
2020-11-08,15482.9,454.61,60.99
2020-11-09,15342.25,444.81,59.25
2020-11-10,15315.03,450.89,57.99
2020-11-11,15705.79,463.79,59.33
2020-11-12,16310.81,462.98,60.74
2020-11-13,16339.56,477.14,66.01
2020-11-14,16082.01,461.16,63.85
2020-11-15,15966.89,448.58,62.37
2020-11-16,16726.64,460.85,73.83
2020-11-17,17679.36,482.68,76.41
2020-11-18,17782.91,478.96,73.48
2020-11-19,17821.58,471.92,81.62
2020-11-20,18675.25,510.43,82.64
2020-11-21,18721.21,553.07,87.13
2020-11-22,18437.66,560.82,82.96
2020-11-23,18384.82,609.26,89.18
2020-11-24,19172.84,605.45,89.34
2020-11-25,18721.93,568.79,81.75
2020-11-26,17170.0,520.34,71.11
2020-11-27,17153.95,519.07,69.2
2020-11-28,17739.85,538.11,72.79
2020-11-29,18202.04,576.76,79.0
2020-11-30,19713.94,617.0,87.66
2020-12-01,18782.97,586.03,85.17
2020-12-02,19225.63,597.35,88.99
2020-12-03,19448.64,616.65,89.03
2020-12-04,18658.1,567.6,79.58
2020-12-05,19158.96,597.29,83.21
2020-12-06,19375.6,601.95,83.64
2020-12-07,19177.71,591.47,83.41
2020-12-08,18316.22,554.79,76.7
2020-12-09,18546.55,573.38,77.42
2020-12-10,18253.44,559.45,74.71
2020-12-11,18042.15,544.23,72.18
2020-12-12,18821.28,568.64,76.7
2020-12-13,19166.65,590.75,82.2
2020-12-14,19272.37,586.39,82.4
2020-12-15,19444.6,589.08,81.4
2020-12-16,21359.65,637.98,93.02
2020-12-17,22826.48,643.37,101.17
2020-12-18,23137.76,654.66,109.46
2020-12-19,23849.99,658.96,120.02
2020-12-20,23476.51,638.4,114.65
2020-12-21,22729.4,608.07,104.44
2020-12-22,23823.27,636.82,114.31
2020-12-23,23228.35,585.11,102.35
2020-12-24,23717.96,612.27,111.2
2020-12-25,24704.71,626.75,127.67
2020-12-26,26475.35,636.52,129.56
2020-12-27,26258.65,684.12,127.6
2020-12-28,27040.36,729.7,129.69
2020-12-29,27366.35,731.76,128.69
2020-12-30,28897.42,752.86,130.11
2020-12-31,28990.08,737.67,124.41
2021-01-01,29412.84,730.99,126.53
2021-01-02,32225.91,775.3,137.13
2021-01-03,33080.66,980.44,161.52
2021-01-04,32019.99,1042.38,155.43
2021-01-05,34030.64,1103.73,159.03
2021-01-06,36859.26,1212.02,169.41
2021-01-07,39505.56,1227.34,169.75
2021-01-08,40665.15,1217.35,172.46
2021-01-09,40257.43,1281.45,177.87
2021-01-10,38171.57,1255.13,170.21
2021-01-11,35452.59,1088.79,139.43
2021-01-12,34038.98,1049.79,133.39
2021-01-13,37393.66,1130.8,147.51
2021-01-14,39125.14,1231.32,152.38
2021-01-15,36754.67,1168.1,143.63
2021-01-16,36006.94,1227.14,143.5
2021-01-17,35820.0,1232.99,142.8
2021-01-18,36624.23,1258.48,151.88
2021-01-19,35917.28,1368.04,151.9
2021-01-20,35503.09,1376.88,149.77
2021-01-21,30855.95,1110.62,129.75
2021-01-22,32984.93,1233.6,137.76
2021-01-23,32112.01,1234.55,137.76
2021-01-24,32288.56,1394.0,141.13
2021-01-25,32261.87,1317.97,137.13
2021-01-26,32510.82,1367.98,134.79
2021-01-27,30407.13,1240.96,122.63
2021-01-28,33488.99,1333.19,133.61
2021-01-29,34262.11,1379.87,134.91
2021-01-30,34315.63,1380.0,133.61
2021-01-31,33137.74,1313.94,129.58
2021-02-01,33533.19,1374.6,132.04
2021-02-02,35512.67,1513.67,142.05
2021-02-03,37678.37,1668.72,156.2
2021-02-04,36975.0,1597.55,145.27
2021-02-05,38311.49,1721.06,155.15
2021-02-06,39265.43,1679.77,155.77
2021-02-07,38871.42,1615.32,150.95
2021-02-08,46448.1,1752.98,167.63
2021-02-09,46514.73,1772.16,181.92
2021-02-10,44850.0,1742.93,181.76
2021-02-11,47997.91,1787.32,183.8
2021-02-12,47408.34,1845.0,197.2
2021-02-13,47232.45,1818.01,226.62
2021-02-14,48680.69,1803.75,213.93
2021-02-15,47936.37,1779.62,207.9
2021-02-16,49158.71,1781.97,210.17
2021-02-17,52170.01,1852.0,237.54
2021-02-18,51601.73,1939.64,226.65
2021-02-19,55983.56,1957.68,236.69
2021-02-20,55923.52,1915.46,227.17
2021-02-21,57489.16,1935.57,227.54
2021-02-22,54142.13,1778.66,208.23
2021-02-23,48899.99,1577.83,177.59
2021-02-24,49737.82,1625.3,181.7
2021-02-25,47058.48,1482.62,179.47
2021-02-26,46326.2,1445.18,170.3
2021-02-27,46180.75,1460.57,172.01
2021-02-28,45231.75,1422.02,165.72
2021-03-01,49639.4,1571.82,176.01
2021-03-02,48511.6,1488.34,179.25
2021-03-03,50360.0,1567.86,187.61
2021-03-04,48368.52,1539.69,180.59
2021-03-05,48769.47,1528.82,180.3
2021-03-06,48909.84,1651.83,182.85
2021-03-07,50978.61,1728.22,190.74
2021-03-08,52415.23,1834.58,191.9
2021-03-09,54916.38,1871.99,203.98
2021-03-10,55890.69,1795.37,200.23
2021-03-11,57815.47,1827.04,201.47
2021-03-12,57225.91,1767.79,220.84
2021-03-13,61178.5,1921.61,226.09
2021-03-14,58972.7,1848.9,214.11
2021-03-15,55636.15,1795.07,200.82
2021-03-16,56927.11,1806.03,201.64
2021-03-17,58925.54,1824.74,206.04
2021-03-18,57644.95,1776.4,199.65
2021-03-19,58039.66,1809.38,199.91
2021-03-20,58116.7,1806.47,200.16
2021-03-21,57363.32,1784.0,195.53
2021-03-22,54110.07,1681.02,185.7
2021-03-23,54345.54,1668.09,185.85
2021-03-24,52276.16,1581.79,175.95
2021-03-25,51325.01,1587.08,171.48
2021-03-26,55072.44,1700.1,183.7
2021-03-27,55856.53,1713.88,184.14
2021-03-28,55778.82,1686.92,184.27
2021-03-29,57613.48,1815.73,193.66
2021-03-30,58786.46,1841.16,195.73
2021-03-31,58800.0,1920.0,196.88
2021-04-01,58726.48,1968.38,202.67
2021-04-02,58981.04,2134.68,211.5
2021-04-03,57094.34,2009.25,195.34
2021-04-04,58215.94,2076.36,202.26
2021-04-05,59123.02,2106.98,221.44
2021-04-06,58019.98,2113.0,237.09
2021-04-07,55955.75,1964.23,219.33
2021-04-08,58083.1,2081.29,226.24
2021-04-09,58092.68,2066.03,221.07
2021-04-10,59778.6,2133.08,255.94
2021-04-11,59985.26,2150.54,252.44
2021-04-12,59839.82,2138.03,244.35
2021-04-13,63588.22,2299.92,267.77
2021-04-14,62971.8,2432.54,278.85
2021-04-15,63229.04,2517.03,286.18
2021-04-16,61427.27,2426.64,308.75
2021-04-17,60058.86,2318.7,301.1
2021-04-18,56274.41,2241.46,274.2
2021-04-19,55696.83,2163.82,261.56
2021-04-20,56499.29,2332.6,261.01
2021-04-21,53800.86,2357.21,257.78
2021-04-22,51701.59,2399.99,252.65
2021-04-23,51187.27,2370.05,241.67
2021-04-24,50089.15,2216.72,225.3
2021-04-25,49121.0,2322.16,224.18
2021-04-26,54053.6,2534.0,247.65
2021-04-27,55069.62,2667.86,259.96
2021-04-28,54894.03,2751.59,258.81
2021-04-29,53580.0,2758.92,255.51
2021-04-30,57798.77,2776.45,271.59
2021-05-01,57859.28,2948.92,277.0
2021-05-02,56625.2,2952.09,269.1
2021-05-03,57212.73,3433.99,294.91
2021-05-04,53241.92,3240.01,305.5
2021-05-05,57515.69,3529.97,356.43
2021-05-06,56440.66,3492.75,354.44
2021-05-07,57380.39,3484.7,345.25
2021-05-08,58958.05,3917.26,347.72
2021-05-09,58312.57,3928.44,388.3
2021-05-10,55866.41,3949.45,359.41
2021-05-11,56753.19,4179.76,378.16
2021-05-12,49498.77,3826.37,310.91
2021-05-13,49690.11,3719.23,318.41
2021-05-14,49893.48,4080.51,326.67
2021-05-15,46775.51,3649.54,300.18
2021-05-16,46450.79,3585.62,296.11
2021-05-17,43580.5,3283.32,281.6
2021-05-18,42857.15,3375.96,294.13
2021-05-19,36731.75,2443.91,186.65
2021-05-20,40623.33,2775.07,211.11
2021-05-21,37340.77,2434.86,180.23
2021-05-22,37476.83,2297.19,169.48
2021-05-23,34758.67,2099.58,142.72
2021-05-24,38878.56,2651.24,185.42
2021-05-25,38361.81,2707.56,184.09
2021-05-26,39293.23,2889.84,199.18
2021-05-27,38556.88,2745.51,194.41
2021-05-28,35680.47,2413.81,177.41
2021-05-29,34627.82,2280.72,164.12
2021-05-30,35669.44,2387.66,170.72
2021-05-31,37279.31,2707.12,188.05
2021-06-01,36685.0,2634.42,182.98
2021-06-02,37577.91,2706.64,187.27
2021-06-03,39248.55,2856.68,193.58
2021-06-04,36856.52,2690.68,178.63
2021-06-05,35539.49,2629.75,173.07
2021-06-06,35800.48,2710.97,176.38
2021-06-07,33575.91,2592.47,161.98
2021-06-08,33402.13,2509.11,160.76
2021-06-09,37403.86,2611.27,172.57
2021-06-10,36694.05,2471.59,168.38
2021-06-11,37338.44,2355.27,162.9
2021-06-12,35557.33,2371.49,161.85
2021-06-13,39015.24,2510.23,171.02
2021-06-14,40539.47,2582.86,180.02
2021-06-15,40162.37,2543.58,175.15
2021-06-16,38351.0,2367.73,166.61
2021-06-17,38095.17,2373.33,167.18
2021-06-18,35841.81,2234.47,156.41
2021-06-19,35484.79,2164.72,152.53
2021-06-20,35585.78,2242.9,154.87
2021-06-21,31609.82,1885.67,124.45
2021-06-22,32538.37,1881.65,119.83
2021-06-23,33688.35,1968.37,129.2
2021-06-24,34654.58,1988.81,134.53
2021-06-25,31594.63,1809.07,125.0
2021-06-26,32275.19,1829.17,126.81
2021-06-27,34709.23,1984.71,132.67
2021-06-28,34493.22,2083.79,137.69
2021-06-29,35904.28,2166.18,144.18
2021-06-30,35060.0,2276.72,144.36
2021-07-01,33516.11,2107.01,137.16
2021-07-02,33805.02,2156.0,136.91
2021-07-03,34682.16,2226.95,140.19
2021-07-04,35284.05,2323.15,144.94
2021-07-05,33697.78,2197.34,137.82
2021-07-06,34225.73,2321.84,138.89
2021-07-07,33878.56,2316.82,137.42
2021-07-08,32875.95,2116.95,132.1
2021-07-09,33824.26,2147.38,134.61
2021-07-10,33515.35,2110.55,134.01
2021-07-11,34259.23,2140.82,134.26
2021-07-12,33091.1,2030.72,133.37
2021-07-13,32734.14,1940.76,131.44
2021-07-14,32816.39,1994.11,131.02
2021-07-15,31868.68,1918.07,125.79
2021-07-16,31915.01,1914.05,123.76
