Date,JNJ,AZN,PFE
2012-05-11,64.33999633789062,21.725000381469727,21.489564895629883
2012-05-14,63.93000030517578,21.43000030517578,21.43263816833496
2012-05-15,63.61000061035156,21.19499969482422,21.157495498657227
2012-05-16,63.709999084472656,21.125,21.48007583618164
2012-05-17,63.54999923706055,20.825000762939453,21.4041748046875
2012-05-18,63.349998474121094,20.729999542236328,21.41366195678711
2012-05-21,63.470001220703125,21.104999542236328,21.38519859313965
2012-05-22,63.52000045776367,20.809999465942383,21.223909378051758
2012-05-23,63.27000045776367,20.530000686645508,20.958253860473633
2012-05-24,63.099998474121094,20.59000015258789,21.005693435668945
2012-05-25,62.5099983215332,20.614999771118164,20.996204376220703
2012-05-29,62.59000015258789,20.55500030517578,21.043643951416016
2012-05-30,62.209999084472656,20.19499969482422,20.910816192626953
2012-05-31,62.43000030517578,20.204999923706055,20.74952507019043
2012-06-01,61.779998779296875,20.040000915527344,20.531309127807617
2012-06-04,62.34000015258789,20.030000686645508,20.502845764160156
2012-06-05,62.209999084472656,20.014999389648438,20.493358612060547
2012-06-06,62.79999923706055,20.450000762939453,20.7874755859375
2012-06-07,62.79999923706055,20.4950008392334,20.81593894958496
2012-06-08,62.97999954223633,20.645000457763672,21.005693435668945
2012-06-11,62.119998931884766,20.520000457763672,20.967742919921875
2012-06-12,63.08000183105469,20.829999923706055,21.053131103515625
2012-06-13,64.44999694824219,20.8799991607666,21.053131103515625
2012-06-14,65.44999694824219,21.030000686645508,21.4041748046875
2012-06-15,66.01000213623047,20.895000457763672,21.45161247253418
2012-06-18,66.30000305175781,21.079999923706055,21.461101531982422
2012-06-19,66.72000122070312,21.725000381469727,21.546489715576172
2012-06-20,67.0,21.739999771118164,21.5085391998291
2012-06-21,66.38999938964844,21.5049991607666,21.44212532043457
2012-06-22,66.62999725341797,21.65999984741211,21.565465927124023
2012-06-25,66.5,21.354999542236328,21.31878662109375
2012-06-26,66.41999816894531,21.700000762939453,21.29032325744629
2012-06-27,66.83999633789062,21.875,21.45161247253418
2012-06-28,66.94000244140625,22.19499969482422,21.37571144104004
2012-06-29,67.55999755859375,22.375,21.821632385253906
2012-07-02,68.0,22.834999084472656,21.821632385253906
2012-07-03,68.04000091552734,23.06999969482422,21.698291778564453
2012-07-05,67.77999877929688,22.84000015258789,21.5085391998291
2012-07-06,67.63999938964844,22.639999389648438,21.38519859313965
2012-07-09,67.77999877929688,22.764999389648438,21.489564895629883
2012-07-10,67.87999725341797,22.655000686645508,21.29032325744629
2012-07-11,67.9000015258789,22.790000915527344,21.195446014404297
2012-07-12,67.70999908447266,22.5049991607666,21.5085391998291
2012-07-13,68.61000061035156,22.854999542236328,21.64136505126953
2012-07-16,68.44999694824219,22.954999923706055,21.944971084594727
2012-07-17,69.0,23.165000915527344,22.409866333007812
2012-07-18,69.37000274658203,23.344999313354492,22.457305908203125
2012-07-19,69.52999877929688,23.670000076293945,22.580644607543945
2012-07-20,68.62999725341797,23.424999237060547,22.485769271850586
2012-07-23,68.11000061035156,23.075000762939453,22.390892028808594
2012-07-24,67.3499984741211,22.895000457763672,22.18216323852539
2012-07-25,67.52999877929688,22.725000381469727,22.13472557067871
2012-07-26,68.73999786376953,22.899999618530273,22.286527633666992
2012-07-27,69.5199966430664,23.290000915527344,22.609107971191406
2012-07-30,69.44999694824219,23.530000686645508,22.495256423950195
2012-07-31,69.22000122070312,23.405000686645508,22.808349609375
2012-08-01,69.37999725341797,23.56999969482422,22.713472366333008
2012-08-02,68.44999694824219,23.540000915527344,22.694496154785156
2012-08-03,69.12000274658203,24.104999542236328,23.036052703857422
2012-08-06,68.83999633789062,24.065000534057617,23.017078399658203
2012-08-07,68.29000091552734,24.05500030517578,22.523719787597656
2012-08-08,68.3499984741211,23.594999313354492,22.609107971191406
2012-08-09,68.31999969482422,23.415000915527344,22.647058486938477
2012-08-10,68.63999938964844,23.579999923706055,22.713472366333008
2012-08-13,68.45999908447266,23.55500030517578,22.504743576049805
2012-08-14,68.63999938964844,23.655000686645508,22.751422882080078
2012-08-15,68.3499984741211,23.790000915527344,22.808349609375
2012-08-16,68.19999694824219,23.850000381469727,22.78937339782715
2012-08-17,67.80000305175781,23.639999389648438,22.571157455444336
2012-08-20,67.69999694824219,23.545000076293945,22.685009002685547
2012-08-21,67.77999877929688,23.475000381469727,22.476280212402344
2012-08-22,67.75,23.440000534057617,22.485769271850586
2012-08-23,67.73999786376953,23.4950008392334,22.523719787597656
2012-08-24,67.5999984741211,23.639999389648438,22.77988624572754
2012-08-27,67.48999786376953,23.614999771118164,22.666034698486328
2012-08-28,67.51000213623047,23.4950008392334,22.628082275390625
2012-08-29,67.37000274658203,23.5,22.73244857788086
2012-08-30,67.20999908447266,23.5,22.618595123291016
2012-08-31,67.43000030517578,23.395000457763672,22.637571334838867
2012-09-04,67.26000213623047,23.170000076293945,22.561670303344727
2012-09-05,67.2699966430664,23.28499984741211,22.694496154785156
2012-09-06,67.83999633789062,23.4950008392334,23.092979431152344
2012-09-07,67.87999725341797,23.395000457763672,22.99810218811035
2012-09-10,68.18000030517578,23.274999618530273,22.86527442932129
2012-09-11,68.19999694824219,23.440000534057617,22.93168830871582
2012-09-12,68.1500015258789,23.440000534057617,22.836811065673828
2012-09-13,68.98999786376953,23.670000076293945,23.00758934020996
2012-09-14,68.47000122070312,23.479999542236328,22.580644607543945
2012-09-17,68.25,23.469999313354492,22.78937339782715
2012-09-18,68.55000305175781,23.719999313354492,22.77988624572754
2012-09-19,68.5999984741211,24.05500030517578,22.92220115661621
2012-09-20,68.9000015258789,23.979999542236328,23.159393310546875
2012-09-21,69.05999755859375,23.979999542236328,23.263757705688477
2012-09-24,69.0,24.094999313354492,23.48197364807129
2012-09-25,69.31999969482422,24.0049991607666,23.56736183166504
2012-09-26,69.0,23.93000030517578,23.55787467956543
2012-09-27,69.01000213623047,24.18000030517578,23.68121337890625
2012-09-28,68.91000366210938,23.93000030517578,23.57685089111328
2012-10-01,69.12999725341797,23.735000610351562,23.757116317749023
2012-10-02,68.95999908447266,23.614999771118164,23.833017349243164
2012-10-03,69.0,23.450000762939453,24.022769927978516
2012-10-04,69.2699966430664,23.704999923706055,24.051233291625977
2012-10-05,69.6500015258789,23.6200008392334,24.2125244140625
2012-10-08,69.44000244140625,23.420000076293945,24.09867286682129
2012-10-09,68.41000366210938,23.09000015258789,24.013282775878906
2012-10-10,68.22000122070312,22.924999237060547,23.870967864990234
2012-10-11,67.97000122070312,22.90999984741211,23.833017349243164
2012-10-12,67.97000122070312,23.065000534057617,23.833017349243164
2012-10-15,68.5999984741211,23.229999542236328,24.25996208190918
2012-10-16,69.55000305175781,23.635000228881836,24.478178024291992
2012-10-17,71.0,23.665000915527344,24.516128540039062
2012-10-18,72.5199966430664,23.815000534057617,24.705881118774414
2012-10-19,71.86000061035156,23.524999618530273,24.440227508544922
2012-10-22,71.77999877929688,23.514999389648438,24.28842544555664
2012-10-23,70.88999938964844,23.145000457763672,23.899431228637695
2012-10-24,70.73999786376953,23.045000076293945,24.013282775878906
2012-10-25,71.13999938964844,23.350000381469727,24.29791259765625
2012-10-26,70.9000015258789,23.30500030517578,24.127134323120117
2012-10-31,70.81999969482422,23.200000762939453,23.5958251953125
2012-11-01,71.5,23.3700008392334,23.292219161987305
2012-11-02,70.9000015258789,23.174999237060547,23.292219161987305
2012-11-05,70.79000091552734,23.104999542236328,23.320682525634766
2012-11-06,71.01000213623047,23.219999313354492,23.44402313232422
2012-11-07,70.33999633789062,23.014999389648438,22.93168830871582
2012-11-08,69.6500015258789,22.875,22.92220115661621
2012-11-09,69.87000274658203,22.719999313354492,22.93168830871582
2012-11-12,69.68000030517578,22.655000686645508,22.87476348876953
2012-11-13,69.51000213623047,22.729999542236328,22.81783676147461
2012-11-14,69.2699966430664,22.514999389648438,22.590133666992188
2012-11-15,69.06999969482422,22.53499984741211,22.447818756103516
2012-11-16,69.19000244140625,22.170000076293945,22.637571334838867
2012-11-19,69.25,22.420000076293945,22.903226852416992
2012-11-20,69.66999816894531,22.55500030517578,23.036052703857422
2012-11-21,69.58999633789062,22.68000030517578,23.102466583251953
2012-11-23,69.55999755859375,23.229999542236328,23.273244857788086
2012-11-26,69.08999633789062,23.155000686645508,23.235294342041016
2012-11-27,68.80999755859375,23.049999237060547,23.00758934020996
2012-11-28,69.29000091552734,23.3700008392334,23.40607261657715
2012-11-29,69.22000122070312,23.774999618530273,23.57685089111328
2012-11-30,69.7300033569336,23.770000457763672,23.738140106201172
2012-12-03,69.6500015258789,23.885000228881836,23.804553985595703
2012-12-04,69.86000061035156,23.934999465942383,23.880455017089844
2012-12-05,69.97000122070312,24.114999771118164,24.32637596130371
2012-12-06,70.05000305175781,24.104999542236328,24.29791259765625
2012-12-07,70.44999694824219,24.100000381469727,24.25047492980957
2012-12-10,70.5999984741211,24.174999237060547,24.108158111572266
2012-12-11,71.0999984741211,24.3799991607666,24.32637596130371
2012-12-12,70.95999908447266,24.450000762939453,24.203035354614258
2012-12-13,70.75,23.729999542236328,24.032257080078125
2012-12-14,70.69000244140625,23.729999542236328,23.889942169189453
2012-12-17,70.94000244140625,23.684999465942383,24.060720443725586
2012-12-18,70.94999694824219,24.0049991607666,24.32637596130371
2012-12-19,70.62999725341797,23.764999389648438,24.051233291625977
2012-12-20,70.75,23.875,24.127134323120117
2012-12-21,70.2699966430664,23.735000610351562,23.795066833496094
2012-12-24,70.0199966430664,23.625,23.795066833496094
2012-12-26,70.16999816894531,23.584999084472656,23.946868896484375
2012-12-27,70.08999633789062,23.584999084472656,23.851991653442383
2012-12-28,69.4800033569336,23.440000534057617,23.61480140686035
2012-12-31,70.0999984741211,23.635000228881836,23.795066833496094
2013-01-02,70.83999633789062,24.1200008392334,24.582542419433594
2013-01-03,70.73999786376953,24.075000762939453,24.525617599487305
2013-01-04,71.55000305175781,24.075000762939453,24.629980087280273
2013-01-07,71.4000015258789,24.05500030517578,24.648956298828125
2013-01-08,71.41000366210938,24.075000762939453,24.686906814575195
2013-01-09,71.7300033569336,23.920000076293945,25.11385154724121
2013-01-10,72.19000244140625,24.344999313354492,25.388994216918945
2013-01-11,72.3499984741211,24.354999542236328,25.16128921508789
2013-01-14,72.55999755859375,24.385000228881836,25.370019912719727
2013-01-15,72.37000274658203,24.540000915527344,25.256166458129883
2013-01-16,72.58000183105469,24.264999389648438,25.246679306030273
2013-01-17,72.9000015258789,24.565000534057617,25.455408096313477
2013-01-18,73.2300033569336,24.4950008392334,25.180265426635742
2013-01-22,72.69000244140625,24.459999084472656,25.313093185424805
2013-01-23,72.8499984741211,24.489999771118164,25.284629821777344
2013-01-24,73.0999984741211,24.764999389648438,25.474382400512695
2013-01-25,73.91999816894531,25.010000228881836,25.616697311401367
2013-01-28,73.62000274658203,24.625,25.464895248413086
2013-01-29,74.41000366210938,25.030000686645508,26.280834197998047
2013-01-30,74.08999633789062,24.905000686645508,26.100568771362305
2013-01-31,73.91999816894531,24.09000015258789,25.882352828979492
2013-02-01,74.18000030517578,24.209999084472656,26.214420318603516
2013-02-04,74.11000061035156,23.989999771118164,25.77798843383789
2013-02-05,74.66000366210938,23.96500015258789,26.100568771362305
2013-02-06,75.38999938964844,24.0,25.920303344726562
2013-02-07,75.05999755859375,23.735000610351562,25.57874870300293
2013-02-08,75.4800033569336,23.71500015258789,25.502845764160156
2013-02-11,75.41000366210938,23.71500015258789,25.74952507019043
2013-02-12,75.80000305175781,23.709999084472656,25.607210159301758
2013-02-13,75.66000366210938,22.93000030517578,25.616697311401367
2013-02-14,75.80999755859375,22.65999984741211,25.67362403869629
2013-02-15,76.16000366210938,22.829999923706055,25.891841888427734
2013-02-19,76.95999908447266,22.834999084472656,26.29032325744629
2013-02-20,76.6500015258789,22.594999313354492,26.157495498657227
2013-02-21,76.87000274658203,22.334999084472656,26.005693435668945
2013-02-22,76.25,22.59000015258789,25.977230072021484
2013-02-25,75.56999969482422,22.420000076293945,25.464895248413086
2013-02-26,75.75,22.440000534057617,25.645160675048828
2013-02-27,76.31999969482422,22.815000534057617,26.005693435668945
2013-02-28,76.11000061035156,22.719999313354492,25.967742919921875
2013-03-01,76.69999694824219,22.725000381469727,25.986717224121094
2013-03-04,77.19999694824219,22.844999313354492,26.271347045898438
2013-03-05,77.66000366210938,23.010000228881836,26.631879806518555
2013-03-06,77.38999938964844,22.8700008392334,26.679317474365234
2013-03-07,77.75,22.899999618530273,26.821632385253906
2013-03-08,78.19000244140625,22.825000762939453,26.745731353759766
2013-03-11,78.44000244140625,22.770000457763672,26.802656173706055
2013-03-12,78.55999755859375,22.950000762939453,26.5085391998291
2013-03-13,78.55000305175781,22.924999237060547,26.584440231323242
2013-03-14,79.0999984741211,23.260000228881836,26.669828414916992
2013-03-15,79.19000244140625,23.229999542236328,26.584440231323242
2013-03-18,78.80999755859375,23.09000015258789,26.603416442871094
2013-03-19,78.86000061035156,23.18000030517578,26.55597686767578
2013-03-20,79.44999694824219,23.09000015258789,26.840606689453125
2013-03-21,79.01000213623047,23.975000381469727,26.669828414916992
2013-03-22,79.73999786376953,24.575000762939453,26.925996780395508
2013-03-25,79.68000030517578,24.809999465942383,26.717267990112305
2013-03-26,80.8499984741211,24.704999923706055,27.13472557067871
2013-03-27,81.2699966430664,24.610000610351562,27.17267608642578
2013-03-28,81.52999877929688,24.989999771118164,27.381404876708984
2013-04-01,81.93000030517578,25.05500030517578,27.362428665161133
2013-04-02,82.69000244140625,25.170000076293945,27.73244857788086
2013-04-03,82.06999969482422,24.954999923706055,27.542694091796875
2013-04-04,82.41000366210938,25.065000534057617,27.666034698486328
2013-04-05,82.04000091552734,25.21500015258789,27.609107971191406
2013-04-08,81.11000061035156,25.260000228881836,27.666034698486328
2013-04-09,81.5199966430664,25.290000915527344,27.618595123291016
2013-04-10,82.0199966430664,25.5,28.387096405029297
2013-04-11,82.31999969482422,25.584999084472656,29.070209503173828
2013-04-12,82.73999786376953,25.65999984741211,29.09867286682129
2013-04-15,81.70999908447266,25.434999465942383,28.889942169189453
2013-04-16,83.44000244140625,25.559999465942383,29.354839324951172
2013-04-17,83.9000015258789,25.399999618530273,29.28842544555664
2013-04-18,83.18000030517578,25.530000686645508,29.022769927978516
2013-04-19,84.48999786376953,25.610000610351562,29.468690872192383
2013-04-22,84.83000183105469,25.645000457763672,29.34535026550293
2013-04-23,85.44999694824219,25.969999313354492,29.4876651763916
2013-04-24,84.38999938964844,25.725000381469727,29.032257080078125
2013-04-25,85.22000122070312,25.559999465942383,28.70967674255371
2013-04-26,85.12000274658203,25.774999618530273,28.54838752746582
2013-04-29,85.58000183105469,26.084999084472656,28.870967864990234
2013-04-30,85.2300033569336,25.959999084472656,27.580644607543945
2013-05-01,84.2300033569336,25.795000076293945,27.419355392456055
2013-05-02,85.16000366210938,25.71500015258789,27.770397186279297
2013-05-03,85.75,26.014999389648438,27.476280212402344
2013-05-06,84.68000030517578,25.809999465942383,27.248577117919922
2013-05-07,85.52999877929688,25.709999084472656,27.542694091796875
2013-05-08,85.45999908447266,25.834999084472656,27.25806427001953
2013-05-09,85.1500015258789,25.790000915527344,27.13472557067871
2013-05-10,85.76000213623047,25.770000457763672,27.248577117919922
2013-05-13,85.8499984741211,25.68000030517578,27.86527442932129
2013-05-14,86.97000122070312,25.594999313354492,27.89373779296875
2013-05-15,87.63999938964844,25.875,28.045541763305664
2013-05-16,87.44999694824219,25.915000915527344,27.751422882080078
2013-05-17,88.08999633789062,25.780000686645508,27.476280212402344
2013-05-20,88.01000213623047,25.75,27.229602813720703
2013-05-21,88.58999633789062,25.854999542236328,27.305503845214844
2013-05-22,88.45999908447266,26.174999237060547,27.798860549926758
2013-05-23,87.20999908447266,26.040000915527344,27.618595123291016
2013-05-24,86.81999969482422,26.084999084472656,27.552181243896484
2013-05-28,87.61000061035156,26.5049991607666,27.523719787597656
2013-05-29,85.6500015258789,26.139999389648438,26.831119537353516
2013-05-30,85.98999786376953,26.079999923706055,26.802656173706055
2013-05-31,84.18000030517578,25.625,25.834915161132812
2013-06-03,84.70999908447266,25.7450008392334,26.32827377319336
2013-06-04,84.0999984741211,25.625,26.242883682250977
2013-06-05,83.68000030517578,25.399999618530273,26.072105407714844
2013-06-06,84.45999908447266,25.7450008392334,26.669828414916992
2013-06-07,84.91000366210938,25.725000381469727,26.812143325805664
2013-06-10,85.13999938964844,25.700000762939453,26.9165096282959
2013-06-11,84.69000244140625,25.469999313354492,26.963947296142578
2013-06-12,83.73999786376953,25.489999771118164,26.973434448242188
2013-06-13,84.91000366210938,25.53499984741211,27.590133666992188
2013-06-14,84.91000366210938,25.399999618530273,27.599620819091797
2013-06-17,85.62999725341797,25.485000610351562,27.666034698486328
2013-06-18,86.36000061035156,25.489999771118164,27.89373779296875
2013-06-19,84.86000061035156,25.094999313354492,27.609107971191406
2013-06-20,82.62000274658203,24.139999389648438,27.17267608642578
2013-06-21,83.19999694824219,24.075000762939453,27.00189781188965
2013-06-24,84.61000061035156,23.610000610351562,26.29032325744629
2013-06-25,85.3499984741211,23.614999771118164,26.55597686767578
2013-06-26,86.98999786376953,23.93000030517578,26.660341262817383
2013-06-27,86.70999908447266,23.9950008392334,26.736242294311523
2013-06-28,85.86000061035156,23.649999618530273,26.574953079223633
2013-07-01,86.62999725341797,23.934999465942383,26.356735229492188
2013-07-02,86.56999969482422,23.954999923706055,26.280834197998047
2013-07-03,86.77999877929688,23.940000534057617,26.233396530151367
2013-07-05,87.87000274658203,24.020000457763672,26.537002563476562
2013-07-08,88.58999633789062,24.31999969482422,26.688804626464844
2013-07-09,88.87999725341797,24.280000686645508,26.897533416748047
2013-07-10,89.23999786376953,24.469999313354492,26.982921600341797
2013-07-11,89.66999816894531,24.725000381469727,27.2960147857666
2013-07-12,89.98999786376953,24.790000915527344,27.333965301513672
2013-07-15,90.4000015258789,24.739999771118164,27.314990997314453
2013-07-16,90.4000015258789,24.864999771118164,27.21062660217285
2013-07-17,90.12999725341797,24.934999465942383,27.21062660217285
2013-07-18,90.16999816894531,25.125,27.03036117553711
2013-07-19,92.2300033569336,25.0,27.599620819091797
2013-07-22,92.27999877929688,25.2549991607666,27.84630012512207
2013-07-23,92.41999816894531,25.43000030517578,27.91271209716797
2013-07-24,92.36000061035156,25.274999618530273,27.77988624572754
2013-07-25,92.56999969482422,25.3700008392334,27.694496154785156
2013-07-26,92.83000183105469,25.274999618530273,27.86527442932129
2013-07-29,93.20999908447266,25.274999618530273,28.026565551757812
2013-07-30,93.16999816894531,25.174999237060547,28.149904251098633
2013-07-31,93.5,25.360000610351562,27.73244857788086
2013-08-01,93.7699966430664,25.405000686645508,27.618595123291016
2013-08-02,94.38999938964844,25.594999313354492,27.86527442932129
2013-08-05,93.80000305175781,25.299999237060547,27.694496154785156
2013-08-06,93.80999755859375,25.260000228881836,27.836811065673828
2013-08-07,93.66000366210938,25.05500030517578,27.76091194152832
2013-08-08,93.33999633789062,25.235000610351562,27.637571334838867
2013-08-09,92.36000061035156,25.375,27.713472366333008
2013-08-12,92.0,25.5,27.694496154785156
2013-08-13,93.01000213623047,25.704999923706055,27.770397186279297
2013-08-14,90.69999694824219,25.114999771118164,27.542694091796875
2013-08-15,89.55000305175781,24.854999542236328,27.324478149414062
2013-08-16,89.37000274658203,24.9950008392334,26.9165096282959
2013-08-19,90.44999694824219,24.920000076293945,27.00189781188965
2013-08-20,89.7300033569336,25.15999984741211,27.06831169128418
2013-08-21,88.80000305175781,24.969999313354492,26.793169021606445
2013-08-22,88.26000213623047,25.219999313354492,26.717267990112305
2013-08-23,88.41000366210938,25.334999084472656,26.888046264648438
2013-08-26,87.52999877929688,25.235000610351562,26.584440231323242
2013-08-27,86.16999816894531,25.100000381469727,26.565465927124023
2013-08-28,86.52999877929688,25.075000762939453,26.764705657958984
2013-08-29,86.56999969482422,24.81999969482422,26.660341262817383
2013-08-30,86.41000366210938,24.604999542236328,26.764705657958984
2013-09-03,86.41999816894531,24.479999542236328,26.574953079223633
2013-09-04,86.9000015258789,24.729999542236328,26.9165096282959
2013-09-05,87.04000091552734,24.565000534057617,26.821632385253906
2013-09-06,87.16000366210938,24.440000534057617,26.831119537353516
2013-09-09,87.55999755859375,24.594999313354492,26.850095748901367
2013-09-10,88.52999877929688,24.78499984741211,26.99241065979004
2013-09-11,89.2300033569336,25.2549991607666,27.201139450073242
2013-09-12,89.01000213623047,25.28499984741211,26.859582901000977
2013-09-13,88.56999969482422,25.325000762939453,27.049335479736328
2013-09-16,89.02999877929688,25.655000686645508,27.23908805847168
2013-09-17,89.05999755859375,25.635000228881836,27.17267608642578
2013-09-18,89.91000366210938,26.040000915527344,27.552181243896484
2013-09-19,90.06999969482422,25.90999984741211,27.362428665161133
2013-09-20,89.68000030517578,25.975000381469727,27.485769271850586
2013-09-23,89.08999633789062,25.84000015258789,27.324478149414062
2013-09-24,88.22000122070312,25.790000915527344,27.23908805847168
2013-09-25,87.08000183105469,25.75,27.03036117553711
2013-09-26,87.06999969482422,26.0,27.05882453918457
2013-09-27,86.7300033569336,25.885000228881836,27.400379180908203
2013-09-30,86.69000244140625,25.96500015258789,27.25806427001953
2013-10-01,87.47000122070312,25.959999084472656,27.409866333007812
2013-10-02,87.29000091552734,26.059999465942383,27.523719787597656
2013-10-03,86.58000183105469,25.93000030517578,27.2960147857666
2013-10-04,87.30999755859375,25.65999984741211,27.514230728149414
2013-10-07,86.58999633789062,25.625,27.15369987487793
2013-10-08,85.61000061035156,25.25,26.793169021606445
2013-10-09,85.95999908447266,24.860000610351562,26.840606689453125
2013-10-10,87.77999877929688,25.190000534057617,27.2960147857666
2013-10-11,89.44999694824219,25.479999542236328,27.248577117919922
2013-10-14,89.80000305175781,25.6200008392334,27.84630012512207
2013-10-15,89.93000030517578,25.315000534057617,27.666034698486328
2013-10-16,91.11000061035156,25.2450008392334,28.273244857788086
2013-10-17,91.97000122070312,25.625,28.70967674255371
2013-10-18,91.62999725341797,25.559999465942383,28.946868896484375
2013-10-21,91.19999694824219,25.65999984741211,28.842504501342773
2013-10-22,92.36000061035156,25.94499969482422,29.108158111572266
2013-10-23,92.0999984741211,26.045000076293945,29.032257080078125
2013-10-24,92.3499984741211,25.989999771118164,29.041746139526367
2013-10-25,92.08999633789062,26.3700008392334,29.041746139526367
